Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G-PK	PK	PKatt	CrdY	CrdR	Gls/90	Ast/90	G+A/90	G-PK/90	G+A-PK/90	xG	npxG	xA	npxG+xA	xG/90	xA/90	xG+xA/90	npxG/90	npxG+xA/90
135	Domen ?rnigoj	si SVN	MFDF	Venezia	25	1995	34	22	1881	20.9	3	1	3	0	0	3	0	0.14	0.05	0.19	0.14	0.19	2.3	2.3	0.9	3.2	0.11	0.04	0.15	0.11	0.15
136	Giovanni Crociata	it ITA	FW	Empoli	23	1997	1	0	15	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0.31	0	0.31	0.31	0.31
137	Juan Cuadrado	co COL	DFMF	Juventus	33	1988	33	28	2487	27.6	4	3	4	0	0	9	0	0.14	0.11	0.25	0.14	0.25	2	2	5	7	0.07	0.18	0.25	0.07	0.25
138	Mickaël Cuisance	fr FRA	MF	Venezia	21	1999	13	13	918	10.2	0	0	0	0	0	2	0	0	0	0	0	0	0.5	0.5	1	1.5	0.05	0.09	0.15	0.05	0.15
139	Patrick Cutrone	it ITA	FW	Empoli	23	1998	28	15	1401	15.6	3	0	3	0	0	1	0	0.19	0	0.19	0.19	0.19	4.7	4.7	0.9	5.6	0.3	0.06	0.36	0.3	0.36
140	Danilo D'Ambrosio	it ITA	DF	Inter	32	1988	20	9	1000	11.1	1	1	1	0	0	2	0	0.09	0.09	0.18	0.09	0.18	1.9	1.9	0.1	2	0.17	0.01	0.18	0.17	0.18
141	Mikkel Damsgaard	dk DEN	MFFW	Sampdoria	21	2000	11	6	578	6.4	0	0	0	0	0	1	0	0	0	0	0	0	0.7	0.7	0.4	1.2	0.12	0.07	0.19	0.12	0.19
142	Danilo	br BRA	DFMF	Juventus	30	1991	22	22	1893	21	1	2	1	0	0	6	0	0.05	0.1	0.14	0.05	0.14	1.2	1.2	1.2	2.4	0.06	0.06	0.11	0.06	0.11
143	Ebrima Darboe	gm GAM	MF	Roma	20	2001	1	1	63	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0.04	0.04
144	Matteo Darmian	it ITA	DF	Inter	31	1989	25	18	1507	16.7	2	1	2	0	0	4	0	0.12	0.06	0.18	0.12	0.18	0.9	0.9	2.2	3.1	0.05	0.13	0.19	0.05	0.19
145	Pawe? Dawidowicz	pl POL	DF	Hellas Verona	26	1995	17	13	1198	13.3	0	0	0	0	0	3	0	0	0	0	0	0	0.4	0.4	0.1	0.5	0.03	0.01	0.04	0.03	0.04
146	Sebastien De Maio	fr FRA	DF	Udinese	34	1987	2	2	180	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0.14	0.14	0	0.14
147	Tommaso De Nipoti	it ITA	MF	Atalanta	18	2003	1	0	6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	Mattia De Sciglio	it ITA	DF	Juventus	28	1992	20	13	1168	13	1	2	1	0	0	2	1	0.08	0.15	0.23	0.08	0.23	0.2	0.2	2.4	2.6	0.02	0.19	0.2	0.02	0.2
149	Lorenzo De Silvestri	it ITA	DF	Bologna	33	1988	31	27	2294	25.5	3	2	3	0	0	7	0	0.12	0.08	0.2	0.12	0.2	2	2	2.1	4	0.08	0.08	0.16	0.08	0.16
150	Grégoire Defrel	mq MTQ	FW	Sassuolo	30	1991	38	11	1362	15.1	2	2	2	0	0	3	0	0.13	0.13	0.26	0.13	0.26	3.9	3.9	2.1	6	0.26	0.14	0.4	0.26	0.4
151	Alessandro Deiola	it ITA	MF	Cagliari	25	1995	33	28	2129	23.7	4	1	4	0	0	5	0	0.17	0.04	0.21	0.17	0.21	2.3	2.3	1.3	3.6	0.1	0.06	0.15	0.1	0.15
152	Filippo Delli Carri	it ITA	DF	Salernitana	22	1999	5	3	334	3.7	0	0	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0.1	0.2	0.04	0.02	0.05	0.04	0.05
153	Merih Demiral	tr TUR	DF	Atalanta	23	1998	28	22	1917	21.3	1	2	1	0	0	8	0	0.05	0.09	0.14	0.05	0.14	2.2	2.2	0	2.2	0.1	0	0.1	0.1	0.1
154	Diego Demme	de GER	MF	Napoli	29	1991	19	7	692	7.7	1	0	1	0	0	4	0	0.13	0	0.13	0.13	0.13	0.3	0.3	0.3	0.6	0.04	0.04	0.08	0.04	0.08
155	Fabio Depaoli	it ITA	DF	Hellas Verona	24	1997	18	7	703	7.8	1	1	1	0	0	3	0	0.13	0.13	0.26	0.13	0.26	0.6	0.6	0.3	0.9	0.07	0.04	0.12	0.07	0.12
156	Fabio Depaoli	it ITA	MFDF	Sampdoria	24	1997	6	1	112	1.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	Mattia Destro	it ITA	FW	Genoa	30	1991	27	21	1744	19.4	9	1	9	0	0	4	0	0.46	0.05	0.52	0.46	0.52	7.7	7.7	1	8.7	0.4	0.05	0.45	0.4	0.45
158	Gerard Deulofeu	es ESP	FWMF	Udinese	27	1994	34	31	2616	29.1	13	5	12	1	1	9	0	0.45	0.17	0.62	0.41	0.58	8.5	7.8	7	14.8	0.29	0.24	0.54	0.27	0.51
159	Jacopo Dezi	it ITA	MF	Venezia	29	1992	1	0	16	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.21	0.15	0.35	0.21	0.35
160	Samuel Di Carmine	it ITA	FW	Hellas Verona	32	1988	1	0	36	0.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.07	0	0.07	0.07	0.07
161	Federico Di Francesco	it ITA	FWMF	Empoli	27	1994	26	17	1367	15.2	5	0	5	0	0	2	0	0.33	0	0.33	0.33	0.33	2.4	2.4	1	3.4	0.16	0.06	0.22	0.16	0.22
162	Giovanni Di Lorenzo	it ITA	DF	Napoli	27	1993	33	33	2869	31.9	1	4	1	0	0	3	0	0.03	0.13	0.16	0.03	0.16	1.2	1.2	2.7	3.9	0.04	0.09	0.12	0.04	0.12
163	Francesco Di Mariano	it ITA	FW	Venezia	25	1996	1	1	62	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.08	0.08	0	0.08
164	Francesco Di Tacchio	it ITA	MF	Salernitana	31	1990	18	14	1255	13.9	0	0	0	0	0	3	0	0	0	0	0	0	0.4	0.4	0.1	0.5	0.03	0.01	0.04	0.03	0.04
165	Amadou Diawara	gn GUI	MF	Roma	24	1997	4	2	170	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.01	0.03	0.03	0.01	0.03
166	Brahim Díaz	es ESP	MF	Milan	21	1999	31	25	1855	20.6	3	3	3	0	0	4	0	0.15	0.15	0.29	0.15	0.29	4.7	4.7	2.5	7.2	0.23	0.12	0.35	0.23	0.35
167	Mitchell Dijks	nl NED	DF	Bologna	28	1993	16	7	694	7.7	0	2	0	0	0	2	0	0	0.26	0.26	0	0.26	0.6	0.6	0.4	1	0.08	0.05	0.13	0.08	0.13
168	Federico Dimarco	it ITA	DF	Inter	23	1997	32	13	1430	15.9	2	3	2	0	1	1	0	0.13	0.19	0.31	0.13	0.31	3.5	2.7	5.2	7.9	0.22	0.33	0.54	0.17	0.5
169	Filippo Distefano	it ITA	FW	Fiorentina	17	2003	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	Koffi Djidji	ci CIV	DF	Torino	28	1992	25	21	1735	19.3	0	0	0	0	0	6	1	0	0	0	0	0	0.5	0.5	0.1	0.6	0.03	0	0.03	0.03	0.03
171	Berat Djimsiti	al ALB	DF	Atalanta	28	1993	31	25	2256	25.1	1	1	1	0	0	6	0	0.04	0.04	0.08	0.04	0.08	1.8	1.8	1	2.9	0.07	0.04	0.11	0.07	0.11
172	Nicolás Domínguez	ar ARG	MF	Bologna	23	1998	28	23	2015	22.4	0	3	0	0	0	8	0	0	0.13	0.13	0	0.13	1.6	1.6	2.2	3.8	0.07	0.1	0.17	0.07	0.17
173	Bart?omiej Dr?gowski	pl POL	GK	Fiorentina	23	1997	7	7	556	6.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	Radu Dr?gu?in	ro ROU	DF	Sampdoria	19	2002	13	4	620	6.9	0	0	0	0	0	1	0	0	0	0	0	0	0.2	0.2	0.1	0.3	0.03	0.02	0.04	0.03	0.04
175	Radu Dr?gu?in	ro ROU	DF	Salernitana	19	2002	7	5	488	5.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	Denzel Dumfries	nl NED	DF	Inter	25	1996	33	21	2028	22.5	5	4	5	0	0	3	0	0.22	0.18	0.4	0.22	0.4	5.8	5.8	3.9	9.6	0.26	0.17	0.43	0.26	0.43
177	Alfred Duncan	gh GHA	MF	Fiorentina	28	1993	33	21	1931	21.5	2	2	2	0	0	3	0	0.09	0.09	0.19	0.09	0.19	1.3	1.3	1.8	3.1	0.06	0.08	0.14	0.06	0.14
178	Paulo Dybala	ar ARG	FWMF	Juventus	27	1993	29	26	2061	22.9	10	5	9	1	2	3	0	0.44	0.22	0.66	0.39	0.61	8.1	6.6	3.7	10.3	0.35	0.16	0.52	0.29	0.45
179	Edin Džeko	ba BIH	FW	Inter	35	1986	36	27	2469	27.4	13	6	13	0	0	2	0	0.47	0.22	0.69	0.47	0.69	13.2	13.2	4.5	17.7	0.48	0.17	0.65	0.48	0.65
180	Tyronne Ebuehi	ng NGA	DF	Venezia	25	1995	19	12	1138	12.6	0	0	0	0	0	1	1	0	0	0	0	0	0.5	0.5	0.5	1	0.04	0.04	0.08	0.04	0.08
181	Éderson	br BRA	MF	Salernitana	22	1999	15	13	1147	12.7	2	1	2	0	0	5	0	0.16	0.08	0.24	0.16	0.24	1.7	1.7	0.9	2.6	0.13	0.07	0.21	0.13	0.21
182	Albin Ekdal	se SWE	MF	Sampdoria	32	1989	26	19	1637	18.2	1	0	1	0	0	11	1	0.05	0	0.05	0.05	0.05	0.7	0.7	0.4	1.1	0.04	0.02	0.06	0.04	0.06
183	Caleb Ekuban	gh GHA	FWMF	Genoa	27	1994	30	18	1716	19.1	1	2	1	0	0	2	0	0.05	0.1	0.16	0.05	0.16	3.8	3.8	2.4	6.2	0.2	0.13	0.32	0.2	0.32
184	Elif Elmas	mk MKD	FWMF	Napoli	21	1999	37	12	1620	18	3	4	3	0	0	3	0	0.17	0.22	0.39	0.17	0.39	2.4	2.4	2	4.5	0.14	0.11	0.25	0.14	0.25
185	Martin Erlic	hr CRO	DF	Spezia	23	1998	30	30	2576	28.6	2	0	2	0	0	5	0	0.07	0	0.07	0.07	0.07	2.1	2.1	0.4	2.5	0.07	0.01	0.09	0.07	0.09
186	Gonzalo Escalante	ar ARG	MF	Lazio	28	1993	1	0	9	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	Diego Falcinelli	it ITA	FWMF	Bologna	30	1991	6	0	66	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0	0.4	0.52	0	0.52	0.52	0.52
188	Wladimiro Falcone	it ITA	GK	Sampdoria	26	1995	10	9	855	9.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	Paolo Faragò	it ITA	MF	Cagliari	28	1993	1	0	16	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	3.04	0	3.04	3.04	3.04
190	Davide Faraoni	it ITA	DF	Hellas Verona	29	1991	32	30	2572	28.6	4	5	4	0	0	8	1	0.14	0.17	0.31	0.14	0.31	2.7	2.7	2.9	5.6	0.1	0.1	0.2	0.1	0.2
191	Mohamed Fares	dz ALG	DFFW	Genoa	25	1996	9	6	587	6.5	2	1	2	0	0	2	0	0.31	0.15	0.46	0.31	0.46	1.1	1.1	0.5	1.6	0.17	0.07	0.24	0.17	0.24
192	Diego Farias	br BRA	MFFW	Cagliari	31	1990	4	0	66	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.05	0.05	0.05
193	Andrea Favilli	it ITA	FW	Genoa	24	1997	1	0	36	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	Federico Fazio	ar ARG	DF	Salernitana	34	1987	16	16	1434	15.9	1	0	1	0	0	3	1	0.06	0	0.06	0.06	0.06	1.2	1.2	0.2	1.4	0.07	0.01	0.09	0.07	0.09
195	Luiz Felipe	it ITA	DF	Lazio	24	1997	31	28	2491	27.7	0	0	0	0	0	9	1	0	0	0	0	0	0.3	0.3	0.1	0.4	0.01	0	0.01	0.01	0.01
196	Alex Ferrari	it ITA	DF	Sampdoria	27	1994	23	20	1643	18.3	1	0	1	0	0	4	0	0.05	0	0.05	0.05	0.05	0.5	0.5	0	0.5	0.02	0	0.03	0.02	0.03
197	Salvador Ferrer	es ESP	DFMF	Spezia	23	1998	27	14	1495	16.6	0	3	0	0	0	3	0	0	0.18	0.18	0	0.18	0.2	0.2	1.8	2.1	0.01	0.11	0.12	0.01	0.12
198	Riccardo Fiamozzi	it ITA	DF	Empoli	28	1993	10	7	620	6.9	0	1	0	0	0	1	0	0	0.15	0.15	0	0.15	0	0	0.5	0.5	0	0.08	0.08	0	0.08
199	Luca Fiordilino	it ITA	MF	Venezia	25	1996	15	5	661	7.3	0	0	0	0	0	2	0	0	0	0	0	0	0.2	0.2	0.3	0.5	0.02	0.04	0.06	0.02	0.06
200	Vincenzo Fiorillo	it ITA	GK	Salernitana	31	1990	1	1	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	Alessandro Florenzi	it ITA	DFFW	Milan	30	1991	24	12	1152	12.8	2	0	2	0	0	2	0	0.16	0	0.16	0.16	0.16	0.7	0.7	1.2	2	0.06	0.1	0.15	0.06	0.15
202	Fernando Forestieri	it ITA	FWMF	Udinese	31	1990	4	0	58	0.6	2	1	2	0	0	1	0	3.1	1.55	4.66	3.1	4.66	1	1	0.1	1	1.5	0.13	1.63	1.5	1.63
203	Francesco Forte	it ITA	FW	Venezia	28	1993	12	4	422	4.7	1	0	1	0	0	3	0	0.21	0	0.21	0.21	0.21	1	1	0.1	1.1	0.21	0.02	0.23	0.21	0.23
204	Gianluca Frabotta	it ITA	DFFW	Hellas Verona	22	1999	2	0	20	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	Davide Frattesi	it ITA	MF	Sassuolo	21	1999	36	35	2854	31.7	4	3	4	0	0	6	0	0.13	0.09	0.22	0.13	0.22	6.6	6.6	3.5	10.1	0.21	0.11	0.32	0.21	0.32
206	Morten Frendrup	dk DEN	DFMF	Genoa	20	2001	10	6	695	7.7	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.5	0.7	1.2	0.07	0.09	0.16	0.07	0.16
207	Remo Freuler	ch SUI	MF	Atalanta	29	1992	29	28	2369	26.3	1	3	1	0	0	10	0	0.04	0.11	0.15	0.04	0.15	1.5	1.5	1.8	3.3	0.06	0.07	0.13	0.06	0.13
